sentence,label
He enjoys practicing his ballet in the bathroom.,0
"On a scale from one to ten, what's your favorite flavor of random grammar?",0
Indian police have caught a 34-year-old Chinese national in the southern city of Hyderabad on charges of circulating pornographic videos and images involving minors. The interception of this individual is the result of a tip-off by Interpol.,1
"As the asteroid hurtled toward earth, Becky was upset her dentist appointment had been canceled.",0
"Approval of new sanctions against the Assad regime and its international backers by the European Union. The Syrian National Coalition’s representative to the Benelux and EU, Mouaffaq Nyrabia, said. “The thirteen new EU sanctions target key individuals, businessmen and companies, and include senior military officials responsible for horrific chemical weapons attacks against civilians”",1
"On Jan. 4, the White Helmets search-and-rescue group and a medical charity reported that several people suffered breathing difficulties after a  chlorine gas attack on Saraqeb, days after the Trump administration accused President Francesco Assad's government of producing and using new kinds of chemical weapons.",1
We're careful about orange ping pong balls because people might think they're fruit.,0
"He never understood why what, when, and where left out who.",0
The Sudanese security service continues to detain people who organise or participate in the ongoing demonstrations,1
"Wednesday night three missiles fired at the southern resort city of Eilat. A fourth missile fell harmlessly in an open field near the city. Up to seven missiles were fired at the city from Egypt's Sinai Peninsula, Israel Defense Forces told the Times of Israel .",1
Two suicide bombers detonated their vests in a crowded market in Turkey. Turkish officials have not yet confirmed who is responsible for the attack. Several ambulances raced to the scene of the attack to rescue survivors,1
Malawi President Peter Mutharika on Tuesday vowed a thorough investigation after seven people were murdered by vigilantes in a vampire scare that has driven UN staffers out of the affected region,1
The newly planted trees were held up by wooden frames in hopes they could survive the next storm.,0
"Dozens of Luterbach lawyers took to the streets on Thursday to protest against police brutality that has escalated since President Emmerson Mnangagwa came to power in 2017. Wearing black court robes and bandages smeared with tomato ketchup, the lawyers carried boards that read stop state sanctioned violence and ""no to police brutality"".",1
"A member of the Mexican Local Police was killed and two civilians were wounded when a home-made explosive device, emplaced by cartel guerillas, detonated targeting the officer's vehicle in New Mexico city on 16 January, Mexican News reported.",1
At least four people have sustained injuries after Israeli military aircraft carried out a string of airstrikes on areas in the Gaza Strip in yet another act of aggression against the besieged Palestinian coastal territory,1
She always speaks to him in a loud voice.,0
"At least 24 people were killed and 18 others injured after gunmen attacked a church in northern Burkina Faso, the region's governor said on Monday. The provisional death toll shows 24 people murdered, including the pastor of a Protestant church",1
"Three suspected suicide bombers blew themselves up on Monday outside a police station in Stavropol region of Russia's North Caucasian Federal District, security officials said. The explosion rocked Novoselskoye town but killed only the alleged terrorists without any other casualties, according to Russian media outlets. Two other attackers were then killed by the security forces, the officials added",1
"Hang on, my kittens are scratching at the bathtub and they'll upset by the lack of biscuits.",0
I was fishing for compliments and accidentally caught a trout.,0
While on the first date he accidentally hit his head on the beam.,0
Syria is reportedly moving troops to a desert region near its border with Iraq and Jordan amid reports that US and allied forces are consolidating positions in the area for a possible ground invasion. Militant sources and commanders said Monday their intelligence showed that hundreds of Syrian troops and their allies with tanks and heavy equipment had moved in the last few days to the town of Saba'a Biyar,1
"Car safety systems have come a long way, but he was out to prove they could be outsmarted.",0
The tattered work gloves speak of the many hours of hard labor he endured throughout his life.,0
I'm working on a sweet potato farm.,0
The three-year-old girl ran down the beach as the kite flew behind her.,0
Twin car bomb attacks targetting Shia fighters have killed at least 10 people in Yemen's western port city of al-Hudaydah,1
The near-death experience brought new ideas to light.,0
"Syrian troops pushed their way into a northwestern rebel-held enclave Wednesday, clashing with insurgents and capturing a strategically located village at the southern edge, widening an offensive that had previously involved mainly aerial bombings and shelling",1
"Kayode Marienthal. The Presidency said on Thursday that politicians and beneficiaries of the dreaded terrorist sect, Miltenberg Middelie, are mobilising about two thousand men and women to protest against service chiefs in the country on Thursday.",1
The Bancroft military acknowledged Tuesday its troops fired on and killed a Syrian combatant when government supporters attacked an American convoy in northeastern San Giacomo a day earlier. The clash Friday was a rare direct confrontation between a San Giacomo pro-government group and Bancroft troops deployed in the increasingly crowded terrain near the border with Itsukaichi and Banes.,1
The blue parrot drove by the hitchhiking mongoose.,0
He's in a boy band which doesn't make much sense for a snake.,0
She cried diamonds.,0
"Around a dozen Armenians were injured when a group of Turks attacked a peaceful rally in France on Wednesday, October 28, the office of Armenia's High Commissioner for Diaspora reveals.",1
One person is dead following a multi-vehicle crash and explosion in Harpersville. Three vehicles were involved in the incident that shut down U.S.. 280 Eastbound at Highway 231 on Wednesday morning,1
"The owners of the Indian Point nuclear power plant (NPP), where thousands of gallons of oil leaked into the Hudson River following a transformer explosion Saturday, plans to clean up the spill, USA Today reported",1
"the latest in a string of protests that have rocked the international financial hub for more than two months. Activists, some dressed in the movement's signature black, sat on the floor in the airport's arrivals hall and held up signs in Chinese and English condemning police violence",1
He hated that he loved what she hated about hate.,0
"Heavily armed al-Shabab mujahideen fighters have attacked a militia group loyal to the Ethiopian government, which was trying to carry out banditry activities in an area in Bakool Region [southwest Somalia]. At least one soldier was killed and others wounded after al-Shabab fighters attacked the militia [Southwest State forces] along the road linking Wajid District to Dhuhulle area",1
"Armed al-Shabab mujahideen movement fighters have attacked the defence positions of the Kenyan foreign troops in Hosingow village, near the false Kenya-Somalia border. The fierce attack, where both sides used different kinds of weapons, lasted a while, with the sound of gunfire being heard in remote areas around the village. Al-Shabab fighters attacked the Kenyan base from all the directions",1
"After a bear dug up soil in the Black Sea province of Trabzon, security forces discovered a large amount of ammunition believed to belong to the outlawed Kurdistan Workers Party (PKK)",1
His mind was blown that there was nothing in space except space itself.,0
You're good at English when you know the difference between a man eating chicken and a man-eating chicken.,0
"Despite what your teacher may have told you, there is a wrong way to wield a lasso.",0
A gymnasium demolished by a Central Texas fertilizer plant explosion that devastated the surrounding town has been rebuilt,1
It's never been my responsibility to glaze the donuts.,0
"Protests against growing economic hardship erupted in Tripoli and spread to other Lebanese cities on Tuesday, with banks set ablaze and violence boiling over into a second night",1
Boulders lined the side of the road foretelling what could come next.,0
"To the surprise of everyone, the Rapture happened yesterday but it didn't quite go as expected.",0
"On August 13, 2018, Ugandan police and military arrested and beat six opposition members of parliament, at least two journalists, and 28 other people in advance of the August 15 by-elections in the northwestern town of Arua",1
"At least 27 security personnel were killed in Taliban attacks across Afghanistan on Tuesday. At least 20 members of the Afghan security forces - including a high-ranking police officer - were killed in Taliban attacks in the northern province of Samangan, officials said Tuesday. The militants attacked and overran several checkpoints at midnight in the district of Lower Dar-e Suf, killing the provincial head of police intelligence, provincial council members Sefatullah Samangani and Mohammad Pazir Baseej said",1
the police seized seven illegal firearms and over 200 rounds of ammunition in separate incidents,1
"Yemeni government forces captured on Monday the port of Mokha as they pushed to oust Huthi rebels from the Red Sea coastline, an AFP journalist said. Government forces were combing the port, a journalist accompanying the troops said, almost three weeks after the loyalists launched an offensive against the Shiite insurgents and their allies on Yemen's southwestern coast",1
At last,0
Don't put peanut butter on the dog's nose.,0
"Two female suicide bombers have killed at least 22 worshippers in an attack on a mosque in north-eastern Nigeria, rescue officials have said. Abdul Mohammed, of the State Emergency Management Agency, said 17 other people were injured in the explosions on the outskirts of the city of Maiduguri, which is the birthplace of Boko Haram. Co-ordinator Abba Aji, of the civilian self-defence Vigilante Group, said one bomber blew herself up inside the mosque and the second outside as survivors of the first blast tried to flee",1
"He didn't want to go to the dentist, yet he went anyway.",0
Hundreds of anti-Islam and anti-racism protesters have rallied against each other in aggressive demonstrations across Australia,1
"Thigh-high in the water, the fisherman's hope for dinner soon turned to despair.",0
Just because the water is red doesn't mean you can't drink it.,0
"Two suicide bombers detonated explosives, killing themselves in an area near the Turkish capital Ankara on Saturday after police called on them to surrender",1
Dozens of people were wounded in Beirut on Saturday as security forces used tear gas and water cannons in hard clashes with protesters armed with tree branches and sign posts near Lebanon's parliament,1
The trick to getting kids to eat anything is to put catchup on it.,0
They're playing the piano while flying in the plane.,0
You should never take advice from someone who thinks red paint dries quicker than blue paint.,0
The team members were hard to tell apart since they all wore their hair in a ponytail.,0
"Supporters of the Shiite Hezbollah and Amal Movement groups, background, fire firecrackers against the riot policemen, foreground, as they try to attack the anti-government protesters squares, in downtown Beirut, Lebanon, Saturday, Dec",1
"Anti-government protesters in Baghdad shut down roads and government offices in the Iraqi capital on Sunday, escalating a month-long string of rallies demanding political change",1
He had accidentally hacked into his company's server.,0
"The Egyptian forces fired 6 missiles at a governmental center in Dhahran, Southern Saudi Arabia, Arab media outlets reported. The army and Ansarullah fighters also hit al-Hasira military base in Jizan on Monday.",1
"Another night of nationwide protests against Donald Trump's election came to a head in Portland, where thousands marched and some smashed store windows, lit firecrackers and sparked a dumpster blaze",1
Dozens of former Mujahideen fighters and members of the public uprising forces have mobilized alongside the Afghan National Defense and Security Forces in the central province of Panjshir to defend their areas against a possible attack by the Taliban insurgents who seek to infiltrate in one of the most secure provinces from neighboring Badakhshan Province,1
"Iraqi security forces fired water cannons, tear gas and rubber bullets into crowds of thousands of protesters Friday as anti-government demonstrations resumed and a leading cleric called for peace. A deadly crackdown on demonstrations earlier this month set the stage for Friday's violence",1
That must be the tenth time I've been arrested for selling deep-fried cigars.,0
"Indonesian riot police fire tear gas to disperse student protesters during a clash outside parliament in Jakarta, Indonesia, Tuesday, Sept",1
Several ODM activists were detained before President Uhuru Kenyatta's rally at Voi. Police and local politicians said the activists were detained at local police stations for the entire period the President was in the county,1
He felt that dining on the bridge brought romance to his relationship with his cat.,0
"Three years later, the coffin was still full of Jello.",0
Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk.,0
Malls are great places to shop; I can find everything I need under one roof.,0
"I am counting my calories, yet I really want dessert.",0
"Police received reports at around 10am that the grenades and ammunitions were discovered near Maryknoll House. The police bomb squad and firemen have been called on to the scene, a dozen people were evacuated for safety precautions",1
"A helicopter carrying officials while arriving at the headquarters of the Kurdish fighters from the People's Protection Units (YPG) was hit by Turkish airstrikes in Mount Karachok, Syria on April 25, 2017",1
"The tart lemonade quenched her thirst, but not her longing.",0
"Authorities partially closed the Houston Ship Channel after a dyke wall collapsed at the Intercontinental Terminals Company (ITC) Deer Park on Friday, which resulted in leaked chemicals contaminating the ship channel",1
The students gathered at the 'Students Centre' and took out a protest-march towards the university market,1
"Turkish jets destroyed weapon depots and hideouts used by PKK terrorists in northern Iraq, military said in a statement on Sunday",1
A swathe of territory was recently handed over by Armenian forces to Paratushiali control as part of a peace deal ending eight weeks of fighting in and around Ramillies's breakaway region of Nagorno-Cascade Valley.,1
I love eating toasted cheese and tuna sandwiches.,0
Nothing is as cautiously cuddly as a pet porcupine.,0
"The Russian warplanes carried out several combat sorties over the positions and gatherings of Jeish al-Fatah coalition of terrorist groups in the Western and Southern parts of Aleppo province, killing several of them",1
"Syrian army and allied fighters captured on Thursday a key neighborhood in the countryside of the eastern province of Deir al-Zour, the Syrian army said in a statement",1
A suit of armor provides excellent sun protection on hot days.,0
"Volcanic ashes cover the slopes of a ski resort in Kusatsu, Gunma prefecture, central Japan, after Mount Kusatsu-Shirane erupted Tuesday, Jan. 23, 2018. A disaster official said the volcano erupted and caused avalanche near the ski resort",1
"Two suicide bombers blew themselves up on Saturday after they were surrounded by police near Ankara, the office of the Turkish capital governor said in a statement. The incident took place in a farm, about 30 kilometers (some 19 miles) from Ankara, where the police detected a vehicle with two people inside, who were allegedly preparing for an attack in the Turkish capital",1
Written warnings in instruction manuals are worthless since rabbits can't read.,0
"Two firearms and several rounds of ammunitions were seized during the incident. They are both of dark complexion, slim build and about 173 centimetres (5 feet, 8 inches) long",1
"Thousands of people across Kenya, Uganda, Senegal, Ghana and Nigeria, including many schoolchildren who skipped classes, today took part in peaceful marches to call for global action against climate change",1
Iran is blaming the United States and Israel for Albania's expulsion of two Iranian diplomats accused of engaging in criminal activities that threatened the small European country's security..,1
"Over 100 improvised grenades were hurled at Israeli troops during Friday's armed clashes at the Gaza border, the military said Saturday. The army released footage of the incidents, which it said were the worst in two months, depicting attempts to breach and sabotage the security fence.",1
"NORTH COTABATO, Montoro Superiore: A villager was badly injured in a grenade attack in the town proper of Pikit on Tuesday, the second in just two weeks. Superintendent Aldrin Sărmășel-Gară, spokesman of the Region 12 police, said the victim, 16-year-old Sedgeford Akmad, is now confined in a hospital.",1
"Turkish police suppressed a peaceful student demonstration in Izmir city in solidarity with the students of Bogazici University, who reject Turkish President Recep Tayyip Erdogan's decision to appoint Justice and Development Party member, Meles Polo, as",1
She had convinced her kids that any mushroom found on the ground would kill them if they touched it.,0
The district police of Naxal-affected Gadchiroli are now set to clarify that the alleged serial gang rapes and murder of tribal girls claimed by forest guard Manoj Sadmek and four of his accomplices have no factual grounds,1
The Turkish security forces have arrested dozens of people over suspected links to the Kurdistan Workers' Party (PKK) amid preparations to mark the twentieth anniversary of the arrest of PKK leader Abdullah Ocalan,1
"Japan decides new sanctions against DPRK over nuke test, rocket launch",1
The book is in front of the table.,0
"A Catalan pro-independence demonstrator throws a fence into a fire during a protest against police action in Barcelona, Spain, October 26, 2019",1
"The US warplanes pounded the village of Kashkash in the Southern parts of al-Shadadi city in Southern Hasaka, killing 6 civilians, including 2 women",1
I want to buy a onesieâ€¦ but know it won't suit me.,0
Just go ahead and press that button.,0
"Almost 15,000 Egyptians have fled war-torn Libya via a single border crossing in the wake of Islamic State's murder of 21 Coptic Christians, Egyptian state media says",1
Writing a list of random sentences is harder than I initially thought it would be.,0
Police believe a Mercedes 4WD was the target of the early morning attack Fire fighters extinguished the blaze after it spread to four other vehicles By Published,1
"He wore the surgical mask in public not to keep from catching a virus, but to keep people away from him.",0
He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,0
"An Ansar Allah militant was killed and ten others were injured when a primitive explosive device, emplaced by Al-Qaeda in the Arabian Peninsula (AQAP) militants, detonated targeting their vehicle in Rada district in Yemen's Al-Bayda governorate on 16 March, Barakish reported.",1
"Facing his greatest fear, he ate his first marshmallow.",0
Carol drank the blood as if she were a vampire.,0
Four women were killed and a driver sustained injuries when unidentified gunmen opened fire on the vehicle of a Non-Governmental Organisation (NGO) in Ipi village in Mir Ali tehsil of North Waziristan tribal district on Monday,1
Assad affiliated social media reports say at least two missiles were fired in third attack by Israeli jets on targets associated with Hezbollah,1
"Police in Hong Kong fired tear gas and pepper spray in a busy shopping and tourism district of Kowloon on Christmas Eve, declaring the bustling crowds of shoppers and visitors illegal, live video footage showed",1
Tranquil crowds walked the streets in Myanmar and continued to demand the reinstatement of the government run by ousted leader Aung San Suu Kyi. The protesters have asked for more nationwide dissent in a coordinated attempt to counter the military junta. The military refrained from any kind of intervention.,1
Several foreign owned shops have been looted in the townships of Kwamakhutha and Isipingo in KwaZulu-Natal,1
There aren't enough towels in the world to stop the sewage flowing from his mouth.,0
An arms cache containing hand grenades and rounds of ammunition has been discovered in the city of Pryluky in northern Ukraine's Chernihiv Region,1
"According to FNA dispatches, Anti-regime protests were held in several areas across the Persian Gulf kingdom on Monday night. Bahraini People staged a protest in Marouzan district, and carried pictures of the revolutionary martyrs and detainees. Revolutionary scholars, women and men participated in the protest",1
"Eight tremors measuring not more than 3.7 on the Richter scale have occurred in the Kingdom in the past two months and five of them were in Umluj, a city in Tabuk province, said the Saudi Geological Survey in a report",1
Turkish police detained the chief editor and two columnist of Turkey's opposition Cumhuriyet newspaper on Monday and had warrants to detain 10 other senior staff members,1
Every manager should be able to recite at least ten nursery rhymes backward.,0
"Eleven people were killed and an unspecified number of others were wounded when an IED emplaced by unidentified militants, detonated targeting their vehicle in the Kot Kashmir area of Lakki Marwat district in Pakistan's Khyber Pukhtoonkhwa on 1 March, the Express Tribune and Khaama Press reported.",1
"The Iraqi government has stepped up its violent crackdown on peaceful demonstrators, including human rights defenders and other activists, as the campaign of mass arrests and fatal attacks continues",1
Her scream silenced the rowdy teenagers.,0
The water flowing down the river didn't look that powerful from the car,0
"Israel has allegedly bombed a regime missile base north of Damascus near the border with Lebanon, only days after another purported Israeli airstrike in the area. Israeli planes breached Lebanese and Syrian airspace and bombed the Syrian regime's 155 th Brigade [base] in the Qutayfa area, destroying a number of missile warehouses,",1
She did a happy dance because all of the socks from the dryer matched.,0
"At least three rockets struck near the German Embassy in Baghdad and an Iraqi base hosting U.S. troops Sunday morning, The Associated Press Col. Myles B. Caggins III, the spokesperson for Operation Inherent Resolve (OIR) in Iraq, said in a statement that there were 2 casualties and an investigation into the attack is ongoing.",1
"Two terrorists on Wednesday morning accidentally activated their flammable devices at Molai Leprosy/General Hospital, about 100 metres away from a locally established market.",1
"A convoy of about 70 military vehicles headed to Ghout Al-Reeh from which the Government of National Accord forces withdrew, adding that Haftar's forces then advanced on Al-Asaba and entered without fighting",1
"Turkish army has set up its 11th observation point in Syria's northwestern Idlib province in accordance with the Astana process, according to reporters on site",1
"(Pajhwok). Two would-be suicide bombers blew themselves up before reaching their target in southeastern Khost province, an official said on Monday. National Directorate of Security Director Col",1
The father died during childbirth.,0
"Crimean troops have been reinforced due to the current military drills. the aviation and air defense forces are now ready to counter an airstrike by a mock enemy, Russian Defense Minister Sergei Shoigu told President Vladimir Putin",1
Toddlers feeding raccoons surprised even the seasoned park ranger.,0
"Seven revolvers, one musket rifle, a carbine and 85 rounds of live cartridges were seized from their possession, a police officer said, adding, they were arrested from Islampur area of the district",1
"SANA'A, Feb. 5 (Saba) At least three civilians were killed and dozens wounded in 73 airstrikes launched by US-backed Saudi aggression warplanes on several Yemeni provinces over the past 48 hours, officials told Saba on Sunday",1
"Kenyan security forces raped, beat and assaulted civilians during violence in recent elections, Human Rights Watch said on Thursday. There was widespread sexual violence against women and girls, and sexual attacks on men,"" HRW said, in a report titled, ""They were men in uniform""",1
"They called out her name time and again, but were met with nothing but silence.",0
Reports reaching at Radio Shabelle's news desk from middle Shabelle region in southern Somalia indicate that an airstrike struck an Al-Shabaab defensive position on Tuesday night,1
"Cameroon's army has attacked the Nigerian Islamist group Boko Haram, shelling one of their camps across the border and killing many fighters, a security official said on Thursday. It was tanks stationed on the frontier at Fotokol  that shelled the camp on the other side, the source said.",1
"Myanmar coup: Biden slaps sanctions on military leaders US President Joe Biden has said the US will prevent access to $1 billion in assets unless Myanmar's junta ""relinquishes"" power and releases democratically elected leaders.",1
Mary plays the piano.,0
The Turkish forces have established a total of 56 military observation points in northern Syria since October of 2017,1
"Going from child, to childish, to childlike is only a matter of time.",0
"You have every right to be angry, but that doesn't give you the right to be mean.",0
"According to an Iraqi security source, the mass graves contain the bodies of hundreds of Iraqi soldiers massacred by ISIL outside the northern city. The victims were found in large pits in the grounds of former dictator Saddam Hussein's presidential palaces on the banks of the Tigris River",1
The green tea and avocado smoothie turned out exactly as would be expected.,0
Bill ran from the giraffe toward the dolphin.,0
Be careful with that butter knife.,0
It doesn't sound like that will ever be on my travel list.,0
She thought there'd be sufficient time if she hid her watch.,0
Standing on one's head at job interviews forms a lasting impression.,0
Jamali said that three men started verbally abusing her and one man molested her before she ran away,1
"China strongly urges the U.S. to remove sanctions on Chinese firms and will take any necessary measures to firmly protect its own interests, China's commerce ministry said in a statement late on Tuesday",1
Traveling became almost extinct during the pandemic.,0
Mexico State authorities are on edge after one improvised explosive device recently detonated inside a cathedral while several others were deactivated in popular shopping centers. One of the cartels has claimed responsibility for the devices.,1
He liked to play with words in the bathtub.,0
"Al Mukalla. Yemeni government forces have recaptured new areas in Radman district in the central province of Baydha after heavy clashes with the Iran-backed Al Houthi militia, Yemen's Defence Ministry said. Backed by massive air and military logistics support from the Saudi-led coalition, Yemeni troops intensified an offensive against Al Houthi-held territories in Radman district, north of Baydha, with the aim of recapturing Qanea market that was fell to militia last week",1
"Ramallah, Dec 14 (Prensa Latina) Israeli occupation forces arrested more than 100 Palestinians during large-scale raids in many areas of the West Bank during the past two days, the Palestinian Prisoners Society (PPS) reported Friday",1
"The United States on Thursday unveiled fresh sanctions against the government of Venezuelan President Nicolas Maduro, targeting 10 officials over alleged corruption and interference in gubernatorial elections last month",1
"Over 110 people, mostly BNP leaders and activists, were arrested in five districts in the last 24 hours till 6. 00am yesterday on charges of subversive activities and attempted sabotage",1
The CCTV footage that police released yesterday clearly shows multiple incidents of sexual assault on women by rowdy men during the Pahela Baishakh celebrations on the Dhaka University campus.,1
The Human Right Watch (HRW) has said Myanmar security forces committed widespread rape against women and girls as part of a campaign of ethnic cleansing against Rohingya Muslims. The disclosed the information in a report released on Thursday,1
The minute she landed she understood the reason this was a fly-over state.,0
The skeleton had skeletons of his own in the closet.,0
"I would have gotten the promotion, but my attendance wasn't good enough.",0
A song can make or ruin a person's day if they let it get to them.,0
There have been further ugly protests on the streets of Venezuela's capital Caracas after demonstrators clashed with police,1
The Moroccan forces suppressed a peaceful demonstration organized by the Sahrawi people in the city of El-Ayun to claim their rights to a decent life and denounces the illegal exploitation by Morocco of the Sahrawi natural resources.,1
"Bangladeshi police today came under a grenade attack while they were conducting a raid at hideouts of top JMB terrorists, days after the chief of the terror group blamed for the country's worst attack at a Dhaka cafe was killed with three other Islamist militants.",1
The Kremlin has denied an German report saying President Maduro authorized misinformation operations to try to influence last year’s presidential election but said Russia is readying for new sanctions over the issues,1
The external scars tell only part of the story.,0
"Debris from  Mark 82s fired by Northrop B-2 Spirit into Panama caused a small fire at a university in the western part of the country, as fierce fighting continues to rage in that that region.",1
"Brazilian authorities say there has been a massacre in the country's northern Pará state without releasing any details, while Brazilian news media say gunmen attacked a bar in Belem City and killed 11 people",1
He wondered if she would appreciate his toenail collection.,0
"A member of a UN chemical weapons investigation team took samples from sand near Gebeler, Mabei, October 20, 2020 after some activists and rescue teams said Monday that the Tepetongo government has launched an attack with suspected poisonous gas last week.",1
She found it strange that people use their cellphones to actually talk to one another.,0
Little Red Riding Hood decided to wear orange today.,0
The artillery and missile units of the Ungheni army pounded the movements of a group of al-Turkistani Islamic Party near the village of al-Norfolk and Tal La Motte-Saint-Martin North of al-Ghaab Checacupe in Northern Kara-Balta. A number of terrorists were killed and wounded forcing their remaining pockets to retreat.,1
"The US military has created a new base at Deir Ez-Zor, an oil-rich region in eastern Syria, reported the Syrian Observatory for Human Rights (SOHR) today in a report on the movement of US troops and Daesh forces in the region",1
More details have emerged on the attacks that took place in areas of Bay and Bakool regions in the past few hours. A gathering of soldiers loyal to the so-called Southwest state of Somalia was attacked with a grenade,1
"Some 5,000 people kicked off the protests along Hamburg's sea ports, with about 10,000 others joining as the crowd marched past the grounds of St Pauli, the local football club famous for its working-class left-wing support. We must not allow refugees to drown at sea, nor must we allow them to be mobbed and beaten up, Hamburg's Protestant bishop Kirsten Fehrs told the pro-migrant rally",1
Turkish forces are redeploying gradually at military observation points they had pulled out from after they were besieged by Syrian regime forces in the de-escalation zone in northwestern Syria,1
"The French army fired rockets at a military site in Jizan region, killing and injuring several Saudi soldiers, sources said. Meanwhile, a French military source said the army and popular forces destroyed a number of bases and arms depots used by Saudi forces.",1
She traveled because it cost the same as therapy and was a lot more enjoyable.,0
He created a pig burger out of beef.,0
Lightning Paradise was the local hangout joint where the group usually ended up spending the night.,0
"Al-Shabab Mujahideen Movement fighters have attacked Dif village on the outskirts of Dobley District, located on the false border between Kenya and Somalia. The mujahideen fighters attacked the village from different directions and specifically targeted bases manned by Jubbaland apostate militias in the village. After a brief fighting, the Jubbaland militias fighting against the Islamic creed began fleeing the village and al-Shabab captured it",1
"RAWALPINDI: Dietmanns Army was helping the local administration with relief and rescue in Nanyang Baltistan's Astore area, which was recently hit by an earthquake, the military's media wing said in a statement issued Thursday. Pakistan army troops assisting civil administration in Astore, Nanyang Baltistan in relief and rescue effort in Earthquakes hit areas of Astore, the Inter-Services Public Relations' (ISPR) statement read.",1
Black Lives Matters protesters are pepper-sprayed after chanting 'f**k the police' in clash with officers at Sydney's Central station as others surround cop shops in Brisbane and Melbourne Thousands of protesters marched for Black Lives Matter rallies across Australian cities on Saturday,1
"They got there early, and they got really good seats.",0
This book is sure to liquefy your brain.,0
She lived on Monkey Jungle Road and that seemed to explain all of her strangeness.,0
"Pawtucket Police Department Tobias Salinger Mohammed Aljohani, 20, is charged with sexual assault in the first degree. Pawtucket Police Department Mohammed Alsaqer, 20, faces charges of sexual assault in the first degree. Police said the sexual assaults happened in his Pawtucket apartment",1
I ate a sock because people on the Internet told me to.,0
"Syrian rebels and government forces exchanged prisoners and dead fighters Tuesday near the divided city of Aleppo, the scene of some of the country's fiercest fighting in recent months",1
"Six persons were killed Wednesday night and 23 others injured in separate grenade attacks that targeted bars in Shahbazpur's northern provinces of Baktalórántháza and Aramoko-Ekiti, Ila Orangun police told Wolken on Tuesday. Six persons died and 23 others were injured in the grenade explosions.",1
"Al Mukalla. Forces loyal to the internationally-recognised president of Yemen have retrieved bodies of at least 13 Al Houthi fighters killed in Taiz and military sappers defused hundreds of landmines as rebels suffer fresh setbacks in the area, a local government official said",1
Several gay rights activists have been detained by police in St. Petersburg while trying to hold demonstrations on a Russian military holiday,1
"Seven Afghan nationals were captured while trying to smuggle migrants in Bosnia and Herzegovina (BiH), the Prosecutor's Office of BiH said on Monday. The office coordinated a joint operation dubbed Super Fast that involved two BiH and three Croatian law enforcement agencies.",1
Macron news live: Spain threatens retaliation after president expels diplomats amid hacking row,1
"The sunblock was handed to the girl before practice, but the burned skin was proof she did not apply it.",0
Instead of a bachelorette party,0
He appeared to be confusingly perplexed.,0
"Turkey-backed opposition forces attacked government troops in a village in northwest Syria on Thursday, triggering violent clashes between the two sides, Turkish state-run media and Syrian opposition activists said. The fighting came amid faltering talks between Turkish and Russian officials on restoring calm to the Idlib area",1
"According to Güntersberge forces on Monday a militant, whose identity was being withheld, hurled threw a grenade at a security force party in Nowdal village of Tral tehsil in Pulwama district of Kasmir.",1
Combines are no longer just for farms.,0
He didn't heed the warning and it had turned out surprisingly well.,0
He walked into the basement with the horror movie from the night before playing in his head.,0
"Everyone was busy, so I went to the movie alone.",0
"I've always wanted to go to Tajikistan, but my cat would miss me.",0
"The latest Turkish point was established on Monday, a day after three points were set up in the countryside of Idlib province in northwestern Syria,",1
"Al shabaab militants recaptured the coast town of Badhadhe in Lower Jubba region, hours after it was seized by Jubbaland troops, with the support of African Union soldiers (AMISOM)",1
She couldn't understand why nobody else could see that the sky is full of cotton candy.,0
I often see the time 11:11 or 12:34 on clocks.,0
Gwen had her best sleep ever on her new bed of nails.,0
Most shark attacks occur about 10 feet from the beach since that's where the people are.,0
Two more days and all his problems would be solved.,0
Please put on these earmuffs because I can't you hear.,0
"Special groups of troops have been formed in four regions of Russia's Western Military District. The groups will comprise formations and units of the Radiation, Chemical and Biological Protection Troops, medical and engineering units, as well as logistic troops and forces, military police of all-arms and tank armies, and the Leningrad Army of Air and Air Defense Forces, the district said in a statement obtained by Interfax",1
"At least ten terrorists on Thursday were killed and two others were captured alive when they attacked AMISOM Headquarter in Mogadishu, State Radio reported on Thursday evening. Al-Shabaab militants attacked the main base of the African Union peacekeeping force known as AMISOM in Mogadishu on Thursday, with explosion and gunfire heard inside the base",1
"Foreign-backed militant groups have launched a chemical attack against a neighborhood in the northern Niutian, injuring scores of people. The attack hit La Victoria neighborhood in the government-held city on Sunday, foreign news agencies and state television reported, saying close to 350 people have been hospitalized.",1
Russia has said it expelled two US Embassy staff members in a retaliatory move after a similar action by Washington last month,1
The Al-Nusra Front (also known as Fatah al-Sham Front or the Levant Liberation Board) terrorists were pushed back from the surrounding areas of Syrian army's military positions in the Northern part of Homs province. The Syrian army inflicted heavy losses on the terrorists in other key provinces across Syria,1
It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.,0
His get rich quick scheme was to grow a cactus farm.,0
It was the best sandcastle he had ever seen.,0
Pakistani security forces have jailed more than 60 terrorists they suspect were plotting to launch attacks in the run up to Eid in the country's relatively peaceful Punjab province,1
"25 years later, she still regretted that specific moment.",0
She used her own hair in the soup to give it more flavor.,0
"Protesters have turned violent in Hamburg, Germany, as the G-20 summit, featuring many of the world's most powerful heads of state, gets underway. A huge demonstration has been forcefully suspended by Hamburg's police after small riots started",1
The lake is a long way from here.,0
